gene_symbol	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
TRGV8	TRGV8	False	False	False	0.262713849403783	0.25	True	False	0.003944584100578478	-5.317413596558646	-1.0412526
TRGV7	TRGV7	False	False	False	0.466144976542002	0.25	True	False	0.0020427032438700035	-4.513840919718768	-0.3390656
TRG-AS1	TRG-AS1	False	False	False	12.9823500230148	0.25	True	True	0.12682484001078587	-2.43860587963334	0.5013342
TRGV5	TRGV5	False	False	False	0.251611006749446	0.25	True	False	0.006589686408567083	-4.896551084780808	-0.67348975
TRGV4	TRGV4	False	False	False	0.395100009413002	0.25	True	False	0.010341711652358707	-4.424093851889326	-0.2606418
TRGV3	TRGV3	False	False	False	0.443989030446146	0.25	True	False	0.0024805775607086244	-3.5322692510066744	0.51866245
TRGV2	TRGV2	False	False	False	0.331065403730588	0.25	True	False	0.003092769629735179	-4.0766972554091785	0.042924207
VPS41	VPS41	False	False	False	12.1216405801867	0.25	True	False	0.06639671228701505	-4.036651642614728	0.077917315
YAE1	YAE1	False	False	False	1.67546298974738	0.25	True	False	0.01114174268096181	-5.3758705765893	-1.0923342
AC004837.4	AC004837.4	False	False	False	0.693963648204056	0.25	True	False	0.0013492040107216316	-4.684927034523129	-0.488566
RALA	RALA	False	False	False	20.3730742499189	0.25	True	False	0.07976053629814964	-3.8897008592878826	0.20632751
LINC00265	LINC00265	False	False	False	1.28807666345938	0.25	True	False	0.0025469687411632737	-4.117088193598088	0.007629342
AC072061.1	AC072061.1	False	False	False	0.928889091412593	0.25	True	False	0.008692658433555475	-4.625105599426004	-0.43629217
CDK13	CDK13	False	False	False	35.866831402878	0.25	True	False	0.20878133448197655	-2.906327076845744	-0.7283903
MPLKIP	MPLKIP	False	False	False	22.3976484060889	0.25	True	False	0.19548727305141328	-2.6031132638137566	0.30412918
INHBA	INHBA	False	False	False	1.67843176508764	0.25	True	False	-0.0010286356550870729		0.0
C7orf25	C7orf25	False	False	False	1.47324850756535	0.25	True	False	0.00916806236013111	-5.471270130569338	-1.1756972
PSMA2	PSMA2	False	False	False	64.4659414371267	0.25	True	False	0.34705967199989524	-2.4323610802158573	-0.63341665
MRPL32	MRPL32	False	False	False	14.8247246733337	0.25	True	False	0.06651819534579101	-3.7255889941559865	0.3497336
STK17A	STK17A	False	False	False	56.2688726899471	0.25	True	False	0.27321184855047104	-2.338430593297569	-0.050708257
COA1	COA1	False	False	False	20.4122631003336	0.25	True	False	0.1105322843252996	-3.5455239991054404	-0.82559603
BLVRA	BLVRA	False	False	False	21.072538907964	0.25	True	True	0.2175071082209854	-1.5024095239409758	0.94693214
MRPS24	MRPS24	False	False	False	52.4924036636749	0.25	True	False	0.2812985276519411	-2.271280691716984	0.029423043
URGCP	URGCP	False	False	False	4.45685850331786	0.25	True	False	0.02009067748948283	-5.70088163462594	-1.376339
UBE2D4	UBE2D4	False	False	False	3.70769150256704	0.25	True	False	0.019674691002476364	-4.829144126815433	-0.6145874
SPDYE1	SPDYE1	False	False	False	0.359748427856198	0.25	True	False	0.0012482099925019104	-4.871469078651186	-0.6515723
AC004951.1	AC004951.1	False	False	False	7.32560134518513	0.25	True	False	0.038194577446038165	-4.135410992471537	-0.008381694
LINC00957	LINC00957	False	False	False	0.801316896526082	0.25	True	False	0.0006909802527680388	-3.843120947193719	0.2470305
DBNL	DBNL	False	False	False	32.5966110222591	0.25	True	False	0.22321552675565398	-3.019794579951898	-0.8637933
POLM	POLM	False	False	False	5.90462535385791	0.25	True	False	0.0339440992908754	-4.574763512438983	-0.39230168
AEBP1	AEBP1	False	False	False	2.83884240691243	0.25	True	False	0.01094006619174137	-1.5284133262768764	2.2696946
POLD2	POLD2	False	False	False	18.0878592717946	0.25	True	True	0.058597771385051164	-2.160922182037532	1.7169884
YKT6	YKT6	False	False	False	9.21100103776328	0.25	True	False	0.043895914306322205	-4.830408227925515	-0.615692
NUDCD3	NUDCD3	False	False	False	11.5760159071236	0.25	True	False	0.08640948803374585	-4.6690017840797795	-0.47465003
DDX56	DDX56	False	False	False	7.87188922350586	0.25	True	False	0.04285688197081501	-4.164882275135286	-0.034134623
TMED4	TMED4	False	False	False	32.163796437437	0.25	True	False	0.1863633130370709	-4.43801053550942	-1.8954741
AC004938.2	AC004938.2	False	False	False	0.607585036312886	0.25	True	False	0.0032541126491997907	-5.3461301800796965	-1.066346
OGDH	OGDH	False	False	False	9.21576774764396	0.25	True	False	0.09195736493293066	-3.613626492435387	0.44756994
ZMIZ2	ZMIZ2	False	False	False	6.91408713152971	0.25	True	False	0.04607645814338804	-4.724822736528058	-0.52342814
PPIA	PPIA	False	False	False	179.102037519948	0.25	True	False	0.9337852065098496	-1.8728647576049051	-0.7133043
H2AFV	H2AFV	False	False	False	87.7235465926815	0.25	True	False	0.3871175089420471	-2.20456021985619	-0.3428837
PURB	PURB	False	False	False	25.6754528785534	0.25	True	False	0.1511375755962124	-2.6521304688526124	0.24536927
AC004854.2	AC004854.2	False	False	False	2.35497015357339	0.25	True	False	0.027436051540408412	-3.950147777885402	0.1535071
AC004847.1	AC004847.1	False	False	False	4.15198561741071	0.25	True	True	0.03558810474343768	-3.48559315248335	0.5594495
MYO1G	MYO1G	False	False	False	36.6539741976693	0.25	True	False	0.2976098314866622	-2.0670133814687404	-0.16745904
SNHG15	SNHG15	False	False	False	37.9259028332292	0.25	True	False	0.20736209113044668	-2.0625501125435566	0.27850536
CCM2	CCM2	False	False	False	14.9225790482846	0.25	True	False	0.1257910481578728	-4.349821560292234	-1.7897565
TBRG4	TBRG4	False	False	False	6.86740147700014	0.25	True	False	0.049898472108766	-3.956586886874957	0.1478804
IGFBP3	IGFBP3	False	False	False	0.831800150015065	0.25	True	False	0.007174334882797843	-4.318017789929454	-0.16794923
TNS3	TNS3	False	False	False	6.69456131115711	0.25	True	True	0.029669401960262663	-3.5201678507666787	0.52923703
HUS1	HUS1	False	False	False	13.7531334705146	0.25	True	False	0.09003146388719718	-3.6176849375041735	0.44402355
UPP1	UPP1	False	False	False	37.9355009931003	0.25	True	True	0.26252195300716386	-1.682232990466053	0.7323453
ABCA13	ABCA13	False	False	False	0.406147084681696	0.25	True	False	0.0020928675364389666	-5.502569852496153	-1.2030479
IKZF1	IKZF1	False	False	False	60.5983083917614	0.25	True	False	0.37496103669575975	-3.297033163991308	-1.7362032
FIGNL1	FIGNL1	False	False	False	3.95042381908005	0.25	True	False	0.01589641722981113	-3.8603233962958576	0.23199846
GRB10	GRB10	False	False	False	2.52462960504543	0.25	True	False	0.01158037269414281	-2.9215737384432696	1.0523072
SEC61G	SEC61G	False	False	False	76.8531833555557	0.25	True	False	0.4280086142161328	-2.0328693562392925	-0.37388152
LANCL2	LANCL2	False	False	False	6.38236918551512	0.25	True	False	0.0232045283932125	-4.371243520416888	-0.21445954
VOPP1	VOPP1	False	False	False	17.4967131659552	0.25	True	True	0.0861985973939509	-3.4749120569344627	0.5687829
ZNF713	ZNF713	False	False	False	2.41516462996353	0.25	True	False	0.007708281478952777	-4.51893787696683	-0.34351948
NIPSNAP2	NIPSNAP2	False	False	False	31.2639940375607	0.25	True	True	0.1837181799828767	-2.4189904966302875	0.52484834
MRPS17	MRPS17	False	False	False	12.9015944269343	0.25	True	True	0.06649772502341944	-2.3791054362302035	1.5263331
PSPH	PSPH	False	False	False	2.14895013294869	0.25	True	False	0.01155868928555167	-4.745382978466915	-0.5413943
CCT6A	CCT6A	False	False	False	49.5397957187784	0.25	True	False	0.25055521001264214	-2.0866099953323127	0.24979421
SUMF2	SUMF2	False	False	False	29.2991193322766	0.25	True	False	0.1695499559400956	-3.4198096817820782	-0.67489463
PHKG1	PHKG1	False	False	False	5.24119420438009	0.25	True	False	0.03259392873376352	-4.59604360209077	-0.4108969
CHCHD2	CHCHD2	False	False	False	163.781917023041	0.25	True	False	0.7563610363868647	-1.8658303163371226	-0.6628587
ZNF727	ZNF727	False	False	False	0.471702174139514	0.25	True	False	-0.00015159219062296927		0.0
ZNF736	ZNF736	False	False	False	8.81790013175985	0.25	True	False	0.02640480652624877	-3.654691075397175	0.41168642
ZNF680	ZNF680	False	False	False	4.18983823712169	0.25	True	False	0.0239515242221404	-4.459683753754301	-0.29174137
ZNF107	ZNF107	False	False	False	7.01091319914682	0.25	True	True	0.04284679634848907	-2.948250913202	1.028996
ZNF138	ZNF138	False	False	False	4.99602389709413	0.25	True	False	0.033259622924096094	-4.105491409583256	0.017762974
ZNF273	ZNF273	False	False	False	7.25078424951086	0.25	True	True	0.02510307658857811	-2.882422674157576	1.0865188
AC073349.1	AC073349.1	False	False	False	1.48032924987172	0.25	True	False	0.005417808735415188	-2.700083112074371	1.2458527
AC073210.3	AC073210.3	False	False	False	4.55779417756461	0.25	True	False	0.007995201871947409	-1.882264822985901	1.960488
ZNF117	ZNF117	False	False	False	4.49776574925239	0.25	True	False	0.04743962528231506	-3.637663016218591	0.42656606
ERV3-1	ERV3-1	False	False	False	10.9715489682987	0.25	True	False	0.07599307584122582	-3.7346045656691857	0.3418555
ZNF92	ZNF92	False	False	False	17.1687678939609	0.25	True	True	0.0685920613768441	-3.3404819683285227	0.6862522
VKORC1L1	VKORC1L1	False	False	False	5.60580446507393	0.25	True	False	0.031195607962789085	-3.8792330163384423	0.21547464
GUSB	GUSB	False	False	False	24.8426089036587	0.25	True	False	0.13625744823782	-2.797561021885493	0.07103279
ASL	ASL	False	False	False	10.5676941757498	0.25	True	True	0.08589049882210924	-3.038044754445945	0.95053124
CRCP	CRCP	False	False	False	19.0752789771115	0.25	True	False	0.0873198423642438	-4.183949572935387	-0.050796226
TPST1	TPST1	False	False	False	2.10917829914984	0.25	True	True	0.07869098068331212	-2.151505036875651	1.7252175
LINC00174	LINC00174	False	False	False	3.49865240714548	0.25	True	False	0.027204423878489405	-4.700371099189033	-0.50206155
AC008267.5	AC008267.5	False	False	False	2.49883365313669	0.25	True	False	0.013576268111880868	-5.383474864125426	-1.098979
KCTD7	KCTD7	False	False	False	4.46132373985674	0.25	True	False	0.0221771649945907	-4.853442755775782	-0.6358203
AC006001.2	AC006001.2	False	False	False	0.706263487409397	0.25	True	False	0.003312443074920847	-5.498724329618175	-1.1996876
RABGEF1	RABGEF1	False	False	False	15.4480428952993	0.25	True	True	0.08377982424212058	-3.218253768169122	0.793059
AC027644.3	AC027644.3	False	False	False	6.13818182187639	0.25	True	False	0.054901078045845375	-4.357699616200354	-0.20262446
LINC02604	LINC02604	False	False	False	0.849018492394582	0.25	True	False	0.0035887535483362294	-5.354047996166104	-1.0732648
TMEM248	TMEM248	False	False	False	21.0308416686285	0.25	True	False	0.13588980048278548	-4.304996104568868	-1.7360215
SBDS	SBDS	False	False	False	62.473959130667	0.25	True	False	0.2569494203090623	-2.1810855738701243	0.13705465
TYW1	TYW1	False	False	False	5.89727303493327	0.25	True	False	0.03316186273718531	-4.772932606402209	-0.565468
AC006480.2	AC006480.2	False	False	False	2.00094341392606	0.25	True	False	0.01756071126895347	-5.12045292163959	-0.8691422
AUTS2	AUTS2	False	False	False	12.6896714500263	0.25	True	True	0.044285858295008425	-2.971868659224614	1.008358
CALN1	CALN1	False	False	False	1.48663925852062	0.25	True	False	0.004788979841511468	-2.4099099887364623	1.499415
TYW1B	TYW1B	False	False	False	1.91812566001761	0.25	True	False	0.0078557845655134	-4.911146087348986	-0.6862433
POM121	POM121	False	False	False	18.6531782064935	0.25	True	True	0.07487600896309692	-3.2062960559912477	0.80350804
AC211476.2	AC211476.2	False	False	False	1.06797211214361	0.25	True	False	0.0039561900323427926	-5.116136949475379	-0.86537075
AC211476.6	AC211476.6	False	False	False	0.989211434235906	0.25	True	False	0.004212061825447555	-4.316561785694525	-0.16667692
NSUN5	NSUN5	False	False	False	10.5883224272181	0.25	True	False	0.06579755317263772	-4.529819473966277	-0.35302818
BAZ1B	BAZ1B	False	False	False	31.9870989058741	0.25	True	False	0.15026304053942838	-2.7052646305067083	0.18167411
BCL7B	BCL7B	False	False	False	25.1728251180732	0.25	True	False	0.1381290783440326	-2.7193831987845845	0.16474931
TBL2	TBL2	False	False	False	3.9157608647498	0.25	True	False	0.041813056924513495	-3.6048689135054404	0.45522258
MLXIPL	MLXIPL	False	False	False	0.298349708807865	0.25	True	False	0.004795255836022583	-4.8533175649471225	-0.63571095
DNAJC30	DNAJC30	False	False	False	5.63408709227573	0.25	True	False	0.027634593789997802	-5.058264987555184	-0.8148004
BUD23	BUD23	False	False	False	32.2500789404991	0.25	True	False	0.12006958857413862	-3.3266864713530464	-0.56326216
STX1A	STX1A	False	False	False	2.95490038313085	0.25	True	False	0.01366374835206608	-3.6336177021416884	0.43010098
ABHD11	ABHD11	False	False	False	4.33598665704493	0.25	True	True	0.057378380686503694	-3.095537517214835	0.9002923
LIMK1	LIMK1	False	False	False	4.87505970042298	0.25	True	False	0.031334598996316534	-5.0634526345023945	-0.81933355
EIF4H	EIF4H	False	False	False	48.9407550193742	0.25	True	False	0.1946260057846539	-3.0118450528474137	-0.18584254
LAT2	LAT2	False	False	False	22.8562949491598	0.25	True	True	0.21053801657829718	-1.8246130498440642	0.56244034
RFC2	RFC2	False	False	False	10.8776170014494	0.25	True	True	0.06053480510601777	-3.269371493600852	0.74839073
CLIP2	CLIP2	False	False	False	2.87314100043062	0.25	True	False	0.016223703851968422	-3.79675653066209	0.28754517
GTF2I	GTF2I	False	False	False	51.9566572858304	0.25	True	False	0.26109258993413725	-1.9644098726311028	0.39561802
AC211433.1	AC211433.1	False	False	False	0.475515274759102	0.25	True	False	0.0018716704333046545	-4.720224646635223	-0.5194102
NCF1	NCF1	False	False	False	41.7143615509013	0.25	True	True	0.5563941778622206	-0.4580090876406459	1.1106308
GTF2IRD2	GTF2IRD2	False	False	False	7.32364727661196	0.25	True	False	0.031347793391239796	-3.7577855681103576	0.32159922
CASTOR2	CASTOR2	False	False	False	3.65381408873518	0.25	True	False	0.0074331922813601166	-4.003382770433026	0.1069887
RCC1L	RCC1L	False	False	False	7.96983819201092	0.25	True	True	0.028640362780788815	-3.529919188257547	0.520716
GTF2IRD2B	GTF2IRD2B	False	False	False	2.01973708220354	0.25	True	False	0.015672457661033316	-5.668566553006711	-1.348101
AC211486.5	AC211486.5	False	False	False	0.570343421467601	0.25	True	False	0.0013121105694701022	-4.1921441299360565	-0.057956886
TRIM73	TRIM73	False	False	False	9.09574241662287	0.25	True	True	0.05941790909293201	-2.884025419642788	1.0851182
POM121C	POM121C	False	False	False	15.2819134370223	0.25	True	False	0.06861306064183527	-3.940228125005997	0.16217521
SPDYE5	SPDYE5	False	False	False	0.645866808432049	0.25	True	False	0.0020818040996343264	-4.8237990267272375	-0.6099167
HIP1	HIP1	False	False	False	8.85004019585592	0.25	True	True	0.05867680429625575	-3.0749628775356297	0.91827106
RHBDD2	RHBDD2	False	False	False	10.1723063686048	0.25	True	False	0.05803620576264076	-4.038336714335099	0.07644485
POR	POR	False	False	False	7.47944258372555	0.25	True	True	0.09419702960074669	-2.955640088894959	1.022539
TMEM120A	TMEM120A	False	False	False	6.23534157967729	0.25	True	False	0.06337958438439865	-3.7545630128706953	0.32441518
STYXL1	STYXL1	False	False	False	6.6496631064029	0.25	True	False	0.0596525978754516	-3.650115164525027	0.415685
MDH2	MDH2	False	False	False	49.6753343448788	0.25	True	False	0.2572545112776411	-2.430430655524735	-0.16049375
HSPB1	HSPB1	False	False	False	38.0455567403664	0.25	True	True	0.3788945313185059	-1.2168971036646574	0.91676337
YWHAG	YWHAG	False	False	False	19.9089929920016	0.25	True	False	0.11866864987964099	-2.5199976544750116	0.40376493
ZP3	ZP3	False	False	False	2.02217948690649	0.25	True	False	0.01036464325544664	-4.7669303869416675	-0.5602231
DTX2	DTX2	False	False	False	2.44401476660032	0.25	True	False	0.024908762747137107	-4.830671207508693	-0.61592185
SPDYE16	SPDYE16	False	False	False	0.373542464409967	0.25	True	False	0.002428624204724782	-5.936549268393128	-1.5822726
POMZP3	POMZP3	False	False	False	2.9474163205584	0.25	True	False	0.013726530012289448	-5.233283725393125	-0.96773726
CCDC146	CCDC146	False	False	False	2.88522161471832	0.25	True	False	0.016430207360243445	-4.834164629870772	-0.6189745
FGL2	FGL2	False	False	False	31.6557480697932	0.25	True	True	0.5700520250285843	-0.0407168478957551	1.563844
GSAP	GSAP	False	False	False	10.1506203973978	0.25	True	True	0.06988955361268585	-3.0440622160857314	0.94527304
PTPN12	PTPN12	False	False	False	22.420270603511	0.25	True	True	0.17978960240260733	-2.347535578813535	0.61050576
APTR	APTR	False	False	False	2.85916472251476	0.25	True	False	0.014307422204324537	-4.22143628388519	-0.083553284
RSBN1L	RSBN1L	False	False	False	23.1023558567426	0.25	True	False	0.16894206449802696	-3.451633360703221	-0.71304363
TMEM60	TMEM60	False	False	False	4.75020990230125	0.25	True	False	0.025026045236559883	-4.943420982333137	-0.7144461
PHTF2	PHTF2	False	False	False	12.8728445471749	0.25	True	False	0.08433794091623562	-3.8446298352798483	0.24571198
MAGI2	MAGI2	False	False	False	0.872193672554894	0.25	True	False	0.0046253434231293255	-5.4231947423474915	-1.1336875
MAGI2-AS3	MAGI2-AS3	False	False	False	2.69098735444128	0.25	True	False	0.006191768029556868	-1.9734905447417155	1.8807721
GNAI1	GNAI1	False	False	False	3.09056493243252	0.25	True	False	0.003914107632225642	-2.4549744984673065	1.4600363
CD36	CD36	False	False	False	48.269934181553	0.25	True	True	0.4796728197720757	-0.31992466334719044	1.7648294
SEMA3C	SEMA3C	False	False	False	1.21454965699015	0.25	True	False	0.010475726533977847	-4.403952166319557	-0.24304138
HGF	HGF	False	False	False	6.55101374285762	0.25	True	True	0.06450406185443525	-1.6440176320859239	2.168676
KIAA1324L	KIAA1324L	False	False	False	0.624940376222469	0.25	True	False	0.0009337786246769611	-3.6638462897906323	0.4036863
AC005076.1	AC005076.1	False	False	False	1.51052586285038	0.25	True	False	0.020970628173292528	-4.355072068300817	-0.20032841
DMTF1	DMTF1	False	False	False	19.3237579862281	0.25	True	False	0.11052768847097147	-4.074863129118674	-1.4601471
TMEM243	TMEM243	False	False	False	21.875996505946	0.25	True	True	0.1164102355285276	-2.249625126341685	0.72787696
TP53TG1	TP53TG1	False	False	False	8.58528861077296	0.25	True	False	0.06284613320984722	-4.691835990944852	-0.49460328
CROT	CROT	False	False	False	2.51111904314004	0.25	True	False	0.014625158809480416	-5.3102068098436295	-1.034955
ABCB4	ABCB4	False	False	False	1.44533556831497	0.25	True	False	0.0090782221403716	-2.8682369390251123	1.0989146
ABCB1	ABCB1	False	False	False	4.69549695555521	0.25	True	True	0.017014423299911888	-3.1054501786143396	0.8916303
SLC25A40	SLC25A40	False	False	False	4.96023963063001	0.25	True	False	0.03664575839698916	-4.183625606225213	-0.050513133
DBF4	DBF4	False	False	False	30.1477112262911	0.25	True	False	0.10821892838544293	-3.0523155779941464	-0.23435703
ADAM22	ADAM22	False	False	False	0.782620048849684	0.25	True	False	0.002379610066395912	-4.270422192742972	-0.1263587
SRI	SRI	False	False	False	47.4469316102379	0.25	True	False	0.3066327545967525	-2.392389027962247	-0.58243704
STEAP4	STEAP4	False	False	False	1.09266158533607	0.25	True	False	0.010858407389162815	-3.5906143524302827	0.46767867
GTPBP10	GTPBP10	False	False	False	5.65397205121084	0.25	True	False	0.03971532825513728	-5.184668608987309	-0.92525584
CLDN12	CLDN12	False	False	False	0.486504137134903	0.25	True	False	0.0017985254310319502	-5.039383221432578	-0.7983009
CDK14	CDK14	False	False	False	6.68699705209976	0.25	True	True	0.04323997252940121	-2.747225421553292	1.2046583
AC002456.1	AC002456.1	False	False	False	0.947676631079628	0.25	True	False	0.0050205314231758615	-4.759906582108021	-0.5540855
FZD1	FZD1	False	False	False	1.82702614016493	0.25	True	False	0.014258132645537056	-3.5638001178033214	0.4911098
MTERF1	MTERF1	False	False	False	3.77237544699965	0.25	True	False	0.02305527376846466	-5.597664425913723	-1.2861445
AKAP9	AKAP9	False	False	False	69.9394204091922	0.25	True	False	0.363389336511546	-2.359498418039441	-0.54048896
CYP51A1	CYP51A1	False	False	False	20.0604453011341	0.25	True	True	0.07099581740423809	-3.5379051905896555	0.51373756
KRIT1	KRIT1	False	False	False	12.1761759694408	0.25	True	True	0.059751621448478766	-3.4387607276892966	0.6003731
ANKIB1	ANKIB1	False	False	False	11.217346749215	0.25	True	False	0.0780488659289155	-4.513503378669145	-0.33877066
GATAD1	GATAD1	False	False	False	19.9138656329845	0.25	True	False	0.1306948249693111	-3.7042654731023172	-1.0158892
AC007566.1	AC007566.1	False	False	False	2.06719454158576	0.25	True	False	0.011325341105101201	-5.188008611508827	-0.92817444
PEX1	PEX1	False	False	False	8.20176422014107	0.25	True	False	0.04129947240578573	-4.236606925907313	-0.096809864
RBM48	RBM48	False	False	False	13.2593641854237	0.25	True	False	0.05480429318912455	-4.650325450413463	-0.45833007
FAM133B	FAM133B	False	False	False	89.2031394674213	0.25	True	False	0.4635936020019821	-3.0097868907338454	-1.5936198
CDK6	CDK6	False	False	False	43.08589925583	0.25	True	True	0.152120533317973	-0.755588664026973	2.5188696
AC000065.2	AC000065.2	False	False	False	0.398940969254819	0.25	True	False	0.004623763845774163	-4.898805420555495	-0.6754596
AC000065.1	AC000065.1	False	False	False	0.389011968667743	0.25	True	False	0.0007658304082601237	-3.686238150291487	0.3841196
AC002454.1	AC002454.1	False	False	False	4.17127584368332	0.25	True	False	0.010552303950433509	-2.354927918676383	1.5474602
SAMD9	SAMD9	False	False	False	25.6137159601874	0.25	True	False	0.2517645356948337	-2.410638398126706	-0.13687524
SAMD9L	SAMD9L	False	False	False	14.6064455952201	0.25	True	False	0.1897271409817153	-2.658238854760508	0.23804677
VPS50	VPS50	False	False	False	4.76943358873558	0.25	True	False	0.030861568561560353	-4.851057797563724	-0.63373625
GNG11	GNG11	False	False	False	1.5112991842113	0.25	True	False	0.021069308112054	-3.7753532560186667	0.30624804
BET1	BET1	False	False	False	4.39110159092175	0.25	True	False	0.038997582663873924	-4.827037875809162	-0.6127469
CASD1	CASD1	False	False	False	7.07967244433077	0.25	True	False	0.0446955640716981	-4.418234248805931	-0.2555215
SGCE	SGCE	False	False	False	0.834167116764104	0.25	True	False	0.002927047762295542	-2.600363602903034	1.3329908
PEG10	PEG10	False	False	False	0.805157767697315	0.25	True	False	0.006578640910495421	-2.6279471081225823	1.3088875
PPP1R9A	PPP1R9A	False	False	False	2.0469924152551	0.25	True	False	0.004781745333044478	-3.39820334999068	0.6358134
PON2	PON2	False	False	False	6.82448466784841	0.25	True	True	0.048762040789094824	-3.091761465437314	0.90359193
PDK4	PDK4	False	False	False	2.09340433811027	0.25	True	True	0.03410910707510213	-2.8093407008606195	1.15038
SLC25A13	SLC25A13	False	False	False	9.87461155243014	0.25	True	False	0.05873678317541854	-3.949469239723954	0.15410003
SEM1	SEM1	False	False	False	57.0303779700802	0.25	True	False	0.37204544682798285	-1.7473388390972275	0.24024789
SDHAF3	SDHAF3	False	False	False	9.58304005042507	0.25	True	True	0.08763963660118093	-3.1364186551027298	0.86456907
ASNS	ASNS	False	False	False	0.798684614208823	0.25	True	False	0.004888361095207958	-4.833635655148772	-0.6185123
AC079781.5	AC079781.5	False	False	False	2.98061821233618	0.25	True	False	0.02545014046881645	-4.628616569907604	-0.43936017
LMTK2	LMTK2	False	False	False	4.42909412108552	0.25	True	False	0.019641442512004448	-5.04672980505223	-0.8047206
TECPR1	TECPR1	False	False	False	5.20071287842885	0.25	True	False	0.04169956158816511	-5.0509745391659395	-0.8084298
BRI3	BRI3	False	False	False	81.9287533252511	0.25	True	True	0.6492739624538648	-0.2676320353928784	1.3107724
TRRAP	TRRAP	False	False	False	11.0183411463762	0.25	True	True	0.04516191034770458	-3.380706799607607	0.6511024
SMURF1	SMURF1	False	False	False	6.37379561080428	0.25	True	True	0.029694410233629263	-3.217297970487362	0.7938942
ARPC1A	ARPC1A	False	False	False	18.9844902080313	0.25	True	True	0.08467644921804002	-3.235937768053143	0.7776062
ARPC1B	ARPC1B	False	False	False	114.833819843622	0.25	True	False	0.7996657710656171	-1.1985811607031087	-0.042067103
PDAP1	PDAP1	False	False	False	34.5033547140042	0.25	True	False	0.1883373460411473	-2.951362342510907	-0.11333823
BUD31	BUD31	False	False	False	52.757857880965	0.25	True	False	0.2585853473309852	-2.66798519111588	-0.44397223
PTCD1	PTCD1	False	False	False	3.25285485668789	0.25	True	False	0.011050375634406664	-4.570434770820267	-0.38851908
CPSF4	CPSF4	False	False	False	6.60802163456861	0.25	True	False	0.03406681619971878	-4.025640360212204	0.08753932
ATP5MF	ATP5MF	False	False	False	77.4561858671902	0.25	True	False	0.564840139443086	-1.4404429892281185	0.043627944
ZNF789	ZNF789	False	False	False	4.86327540374172	0.25	True	False	0.01895615375057749	-4.384081267853248	-0.22567756
ZNF394	ZNF394	False	False	False	31.0383340617676	0.25	True	False	0.13546288038466103	-3.53745444425128	-0.81592256
ZKSCAN5	ZKSCAN5	False	False	False	1.94834361914653	0.25	True	False	0.007400646320604658	-5.275095779429537	-1.0042739
FAM200A	FAM200A	False	False	False	1.09470299616954	0.25	True	False	0.008696181744588312	-5.547482476164255	-1.242294
ZNF655	ZNF655	False	False	False	28.217470208666	0.25	True	False	0.1513457326939275	-4.055477733795723	-1.4369087
ZSCAN25	ZSCAN25	False	False	False	3.03919444761238	0.25	True	False	0.01246411212565931	-5.323662186949406	-1.0467128
CYP3A5	CYP3A5	False	False	False	1.08319453483434	0.25	True	False	0.009159484025478185	-5.106736474601986	-0.8571563
TRIM4	TRIM4	False	False	False	6.73662873025088	0.25	True	False	0.04167417358224278	-4.561310944856464	-0.3805464
ZKSCAN1	ZKSCAN1	False	False	False	19.2457734658667	0.25	True	False	0.09930616431176902	-3.457267533881103	-0.7197976
ZSCAN21	ZSCAN21	False	False	False	1.83975319279492	0.25	True	False	0.005729988395708023	-4.417591117055792	-0.25495952
ZNF3	ZNF3	False	False	False	8.4723352500581	0.25	True	True	0.05591895389469544	-3.2124884622058754	0.7980969
COPS6	COPS6	False	False	False	31.1711331828017	0.25	True	False	0.21509861064535288	-3.2720492449044674	-1.1648138
MCM7	MCM7	False	False	False	23.4257981377359	0.25	True	True	0.06974369538520853	-1.1733448235779576	2.5799644
AP4M1	AP4M1	False	False	False	3.96214444781074	0.25	True	False	0.020620767449803328	-4.582978119387734	-0.39947987
TAF6	TAF6	False	False	False	5.74333373720506	0.25	True	False	0.03711827403486188	-4.428449316369685	-0.26444775
CNPY4	CNPY4	False	False	False	2.35038941230851	0.25	True	False	0.015359264797169767	-4.938722401992914	-0.7103403
MBLAC1	MBLAC1	False	False	False	1.39672980111865	0.25	True	False	0.005904969851955992	-5.360047492398201	-1.0785074
LAMTOR4	LAMTOR4	False	False	False	85.2282345448383	0.25	True	False	0.5785357946885706	-1.6493168342029236	-0.18322597
MAP11	MAP11	False	False	False	2.2470502511933	0.25	True	False	0.019534596046727547	-4.607327779130821	-0.42075735
GAL3ST4	GAL3ST4	False	False	False	0.311410475000172	0.25	True	False	-0.0005538569265400959		0.0
GPC2	GPC2	False	False	False	0.84818824502715	0.25	True	False	0.0031451897875085246	-4.879003792787693	-0.65815634
STAG3	STAG3	False	False	False	4.53454936536086	0.25	True	True	0.01917481136320609	-2.698773561183677	1.2469971
CASTOR3	CASTOR3	False	False	False	2.45115937981553	0.25	True	False	0.007380962539090223	-4.4180236964318125	-0.2553375
SPDYE3	SPDYE3	False	False	False	0.87818188966016	0.25	True	False	0.00520113857464672	-4.201971918478271	-0.06654471
PILRB	PILRB	False	False	False	11.9512859062604	0.25	True	False	0.06514753931713782	-3.9063880855251405	0.19174568
