index,Pair.Name,protein_name_a,Ligand.Name,protein_name_b,Receptor.Name,complex_pair,partner_a,partner_b,source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,db,True_LR
3570,WNT3_FZD2,WNT3,Wnt family member 3,FZD2,frizzled class receptor 2,WNT3_FZD2_LRP5,P56703,Q14332,OmniPath,COMPLEX:O75197_Q14332,WNT3,FZD2_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3571,WNT3_FZD3,WNT3,Wnt family member 3,FZD3,frizzled class receptor 3,WNT3_FZD3_LRP5,P56703,Q9NPG1,OmniPath,COMPLEX:O75197_Q9NPG1,WNT3,FZD3_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3572,WNT3_FZD4,WNT3,Wnt family member 3,FZD4,frizzled class receptor 4,WNT3_FZD4_LRP5,P56703,Q9ULV1,OmniPath,COMPLEX:O75197_Q9ULV1,WNT3,FZD4_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3573,WNT3_FZD5,WNT3,Wnt family member 3,FZD5,frizzled class receptor 5,,P56703,Q13467,OmniPath,Q13467,WNT3,FZD5,1,1,0,1,1,0,CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,CellTalkDB:32196115,1,1,7,LR,both,True
3576,WNT3_FZD8,WNT3,Wnt family member 3,FZD8,frizzled class receptor 8,,P56703,Q9H461,OmniPath,Q9H461,WNT3,FZD8,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:15454084;Baccin2019:18528331;CellTalkDB:18528331;LRdb:15;LRdb:18528331;connectomeDB2020:15454084;connectomeDB2020:18528331,7,3,10,LR,both,True
3579,WNT3_ROR2,WNT3,Wnt family member 3,ROR2,receptor tyrosine kinase like orphan receptor 2,,P56703,Q01974,OmniPath,Q01974,WNT3,ROR2,1,0,0,0,0,0,CellTalkDB;NetPath,CellTalkDB:15388793;NetPath:15388793,2,1,2,LR,both,True
3581,WNT3A_APCDD1,WNT3A,Wnt family member 3A,APCDD1,APC down-regulated 1,,P56704,Q8J025,OmniPath,Q8J025,WNT3A,APCDD1,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,CellTalkDB:20393562;Cellinker:20393562;LRdb:20393562;Ramilowski2015:20393562;connectomeDB2020:20393562;talklr:20393562,6,1,9,LR,both,True
3583,WNT3A_FZD1,WNT3A,Wnt family member 3A,FZD1,frizzled class receptor 1,,P56704,Q9UP38,OmniPath,Q9UP38,WNT3A,FZD1,1,1,0,1,1,0,Baccin2019;CancerCellMap;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;MPPI;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10557084;CancerCellMap:10557084;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;NetPath:10557084;SIGNOR:10601008;SIGNOR:21078818;connectomeDB2020:10557084,10,3,16,LR,both,True
3584,WNT3A_FZD10,WNT3A,Wnt family member 3A,FZD10,frizzled class receptor 10,,P56704,Q9ULW2,OmniPath,Q9ULW2,WNT3A,FZD10,1,1,0,1,1,0,CellCall;Wang;connectomeDB2020,connectomeDB2020:24599775,1,1,3,LR,both,True
3585,WNT3A_FZD2,WNT3A,Wnt family member 3A,FZD2,frizzled class receptor 2,,P56704,Q14332,OmniPath,Q14332,WNT3A,FZD2,1,1,0,1,1,0,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;InnateDB-All_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:18215320;LRdb:18215320;NetPath:19910923;Ramilowski2015:18215320;SIGNOR:19910923;connectomeDB2020:18215320;connectomeDB2020:19910923;talklr:18215320,8,2,13,LR,both,True
3586,WNT3A_FZD3,WNT3A,Wnt family member 3A,FZD3,frizzled class receptor 3,,P56704,Q9NPG1,OmniPath,Q9NPG1,WNT3A,FZD3,1,1,0,1,1,0,CellCall;CellTalkDB;SIGNOR;Wang,CellTalkDB:18212053;SIGNOR:10601008;SIGNOR:21078818,3,3,4,LR,both,True
3587,WNT3A_FZD4,WNT3A,Wnt family member 3A,FZD4,frizzled class receptor 4,WNT3A_FZD4_LRP5,P56704,Q9ULV1,OmniPath,COMPLEX:O75197_Q9ULV1,WNT3A,FZD4_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3588,WNT3A_FZD5,WNT3A,Wnt family member 3A,FZD5,frizzled class receptor 5,,P56704,Q13467,OmniPath,Q13467,WNT3A,FZD5,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:24032637;CellTalkDB:22753465;LRdb:22753465;NetPath:17117926;Ramilowski2015:22753465;connectomeDB2020:22753465;talklr:22753465,7,3,11,LR,both,True
3591,WNT3A_FZD8,WNT3A,Wnt family member 3A,FZD8,frizzled class receptor 8,,P56704,Q9H461,OmniPath,Q9H461,WNT3A,FZD8,1,1,0,1,1,0,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;IMEx_CellPhoneDB;IntAct_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:22303445;LRdb:22303445;NetPath:20093360;Ramilowski2015:22303445;SIGNOR:22653731;connectomeDB2020:22303445;talklr:22303445,7,3,13,LR,both,True
3594,WNT3A_LRP1,WNT3A,Wnt family member 3A,LRP1,LDL receptor related protein 1,,P56704,Q07954,OmniPath,Q07954,WNT3A,LRP1,1,0,0,0,0,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:14739301;CellTalkDB:14739301;Cellinker:14739301;HPRD:14739301;LRdb:14739301;connectomeDB2020:14739301,6,1,11,LR,both,True
3597,WNT3A_ROR1,WNT3A,Wnt family member 3A,ROR1,receptor tyrosine kinase like orphan receptor 1,,P56704,Q01973,OmniPath,Q01973,WNT3A,ROR1,1,0,0,0,0,0,CellTalkDB,CellTalkDB:27709494,1,1,1,LR,both,True
3599,WNT4_FZD1,WNT4,Wnt family member 4,FZD1,frizzled class receptor 1,,P56705,Q9UP38,OmniPath,Q9UP38,WNT4,FZD1,1,1,0,1,1,0,CellCall;CellPhoneDB;CellTalkDB;I2D_CellPhoneDB;Kirouac2010;Wang,CellTalkDB:32103204,1,1,5,LR,both,True
3602,WNT4_FZD10,WNT4,Wnt family member 4,FZD10,frizzled class receptor 10,WNT4_FZD10_LRP5,P56705,Q9ULW2,OmniPath,COMPLEX:O75197_Q9ULW2,WNT4,FZD10_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3603,WNT4_FZD2,WNT4,Wnt family member 4,FZD2,frizzled class receptor 2,,P56705,Q14332,OmniPath,Q14332,WNT4,FZD2,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12325120;CellTalkDB:12325120;HPMR:12325120;LRdb:12325120;connectomeDB2020:12325120,5,1,11,LR,both,True
3604,WNT4_FZD3,WNT4,Wnt family member 4,FZD3,frizzled class receptor 3,WNT4_FZD3_LRP5,P56705,Q9NPG1,OmniPath,COMPLEX:O75197_Q9NPG1,WNT4,FZD3_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3605,WNT4_FZD4,WNT4,Wnt family member 4,FZD4,frizzled class receptor 4,WNT4_FZD4_LRP5,P56705,Q9ULV1,OmniPath,COMPLEX:O75197_Q9ULV1,WNT4,FZD4_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3606,WNT4_FZD5,WNT4,Wnt family member 4,FZD5,frizzled class receptor 5,WNT4_FZD5_LRP5,P56705,Q13467,OmniPath,COMPLEX:O75197_Q13467,WNT4,FZD5_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3609,WNT4_FZD8,WNT4,Wnt family member 4,FZD8,frizzled class receptor 8,,P56705,Q9H461,OmniPath,Q9H461,WNT4,FZD8,1,1,0,1,1,0,CellCall;CellPhoneDB;CellTalkDB;I2D_CellPhoneDB;Wang,CellTalkDB:32103204,1,1,4,LR,both,True
3612,WNT4_SMO,WNT4,Wnt family member 4,SMO,"smoothened, frizzled class receptor",,P56705,Q99835,OmniPath,Q99835,WNT4,SMO,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;I2D_CellPhoneDB,CellTalkDB:32103204,1,1,2,LR,both,True
3613,WNT5A_ADRB2,WNT5A,Wnt family member 5A,ADRB2,adrenoceptor beta 2,,P41221,P07550,OmniPath,P07550,WNT5A,ADRB2,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
3614,WNT5A_ANTXR1,WNT5A,Wnt family member 5A,ANTXR1,ANTXR cell adhesion molecule 1,,P41221,Q9H6X2,OmniPath,Q9H6X2,WNT5A,ANTXR1,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,CellTalkDB:32103204,1,1,2,LR,both,True
3615,WNT5A_EPHA7,WNT5A,Wnt family member 5A,EPHA7,EPH receptor A7,,P41221,Q15375,OmniPath,Q15375,WNT5A,EPHA7,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,CellTalkDB:32103204,1,1,2,LR,both,True
3616,WNT5A_FZD1,WNT5A,Wnt family member 5A,FZD1,frizzled class receptor 1,,P41221,Q9UP38,OmniPath,Q9UP38,WNT5A,FZD1,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;MPPI;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;Cellinker:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;connectomeDB2020:10557084,8,2,16,LR,both,True
3617,WNT5A_FZD10,WNT5A,Wnt family member 5A,FZD10,frizzled class receptor 10,,P41221,Q9ULW2,OmniPath,Q9ULW2,WNT5A,FZD10,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,LR,True
3618,WNT5A_FZD2,WNT5A,Wnt family member 5A,FZD2,frizzled class receptor 2,,P41221,Q14332,OmniPath,Q14332,WNT5A,FZD2,1,1,1,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:9389482;CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:9389482;LRdb:9389482;NetPath:19910923;SIGNOR:19008118;SIGNOR:19910923;SIGNOR:2808370;SPIKE:19910923;connectomeDB2020:19910923;connectomeDB2020:9389482,12,5,16,LR,both,True
3619,WNT5A_FZD3,WNT5A,Wnt family member 5A,FZD3,frizzled class receptor 3,,P41221,Q9NPG1,OmniPath,Q9NPG1,WNT5A,FZD3,1,1,0,1,1,0,CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;LRdb;NetPath;SIGNOR;Wang;connectomeDB2020,CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637,9,5,10,LR,both,True
3620,WNT5A_FZD4,WNT5A,Wnt family member 5A,FZD4,frizzled class receptor 4,,P41221,Q9ULV1,OmniPath,Q9ULV1,WNT5A,FZD4,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;SIGNOR:16602827;SignaLink3:10990458;SignaLink3:23331499;connectomeDB2020:10990458,8,3,15,LR,both,True
3621,WNT5A_FZD5,WNT5A,Wnt family member 5A,FZD5,frizzled class receptor 5,,P41221,Q13467,OmniPath,Q13467,WNT5A,FZD5,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:9054360;CellPhoneDB:24032637;CellTalkDB:9054360;Cellinker:9054360;HPRD:9054360;ICELLNET:11029007;LRdb:9054360;SIGNOR:9054360;SPIKE:9054360;SignaLink3:23331499;SignaLink3:9054360;connectomeDB2020:9054360,12,4,18,LR,both,True
3622,WNT5A_FZD6,WNT5A,Wnt family member 5A,FZD6,frizzled class receptor 6,,P41221,O60353,OmniPath,O60353,WNT5A,FZD6,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:21665003;CellPhoneDB:24032637;Cellinker:21665003;Guide2Pharma:21665003;LRdb:21665003;SIGNOR:16273260;connectomeDB2020:21665003;scConnect:21665003,8,3,16,LR,both,True
3623,WNT5A_FZD7,WNT5A,Wnt family member 5A,FZD7,frizzled class receptor 7,,P41221,O75084,OmniPath,O75084,WNT5A,FZD7,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;connectomeDB2020:10990458,5,1,13,LR,both,True
3624,WNT5A_FZD8,WNT5A,Wnt family member 5A,FZD8,frizzled class receptor 8,,P41221,Q9H461,OmniPath,Q9H461,WNT5A,FZD8,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:21518267;LRdb:21518267;NetPath:20093360;Ramilowski2015:21518267;connectomeDB2020:21518267;talklr:21518267,6,2,12,LR,both,True
3625,WNT5A_FZD9,WNT5A,Wnt family member 5A,FZD9,frizzled class receptor 9,,P41221,O00144,OmniPath,O00144,WNT5A,FZD9,1,1,0,1,1,0,CellCall;CellChatDB;CellTalkDB;Wang,CellTalkDB:27402827,1,1,4,LR,both,True
3626,WNT5A_LDLR,WNT5A,Wnt family member 5A,LDLR,low density lipoprotein receptor,,P41221,P01130,OmniPath,P01130,WNT5A,LDLR,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
3627,WNT5A_LRP2,WNT5A,Wnt family member 5A,LRP2,LDL receptor related protein 2,,P41221,P98164,OmniPath,P98164,WNT5A,LRP2,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
3628,WNT5A_LRP5,WNT5A,Wnt family member 5A,LRP5,LDL receptor related protein 5,,P41221,O75197,OmniPath,O75197,WNT5A,LRP5,1,0,0,0,0,0,Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:19056682;CellTalkDB:16602827;LRdb:16602827;Ramilowski2015:16602827;connectomeDB2020:16602827;talklr:16602827,6,2,9,LR,both,True
3629,WNT5A_LRP6,WNT5A,Wnt family member 5A,LRP6,LDL receptor related protein 6,,P41221,O75581,OmniPath,O75581,WNT5A,LRP6,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;Cellinker;NetPath;SIGNOR,Baccin2019:28143772;CellTalkDB:23462101;Cellinker:18606138;NetPath:19056682;SIGNOR:15578921,5,5,6,LR,both,True
3630,WNT5A_MCAM,WNT5A,Wnt family member 5A,MCAM,melanoma cell adhesion molecule,,P41221,P43121,OmniPath,P43121,WNT5A,MCAM,1,0,0,0,0,0,CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellChatDB:24335906;CellTalkDB:24335906;Cellinker:24335906;LRdb:24335906;Ramilowski2015:24335906;connectomeDB2020:24335906;talklr:24335906,7,1,9,LR,both,True
3631,WNT5A_PTK7,WNT5A,Wnt family member 5A,PTK7,protein tyrosine kinase 7 (inactive),,P41221,Q13308,OmniPath,Q13308,WNT5A,PTK7,1,0,0,0,0,0,CellTalkDB,CellTalkDB:26499793,1,1,1,LR,both,True
3632,WNT5A_PTPRK,WNT5A,Wnt family member 5A,PTPRK,protein tyrosine phosphatase receptor type K,,P41221,Q15262,OmniPath,Q15262,WNT5A,PTPRK,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,CellTalkDB:32103204,1,1,2,LR,both,True
3633,WNT5A_ROR1,WNT5A,Wnt family member 5A,ROR1,receptor tyrosine kinase like orphan receptor 1,,P41221,Q01973,OmniPath,Q01973,WNT5A,ROR1,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;IMEx_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,CellTalkDB:18287027;Cellinker:18287027;LRdb:18287027;NetPath:18287027;Ramilowski2015:18287027;SIGNOR:22343533;SIGNOR:23151663;SIGNOR:26690702;SignaLink3:21481194;SignaLink3:23331499;connectomeDB2020:18287027;talklr:18287027,12,6,13,LR,both,True
3634,WNT5A_ROR2,WNT5A,Wnt family member 5A,ROR2,receptor tyrosine kinase like orphan receptor 2,,P41221,Q01974,OmniPath,Q01974,WNT5A,ROR2,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12839624;CellTalkDB:12839624;Cellinker:18606138;HPRD:12839624;LRdb:12839624;NetPath:12839624;SIGNOR:26690702;SPIKE:12839624;SPIKE:20215527;SPIKE:21069266;SignaLink3:17203201;SignaLink3:23331499;connectomeDB2020:12839624,13,7,16,LR,both,True
3635,WNT5A_RYK,WNT5A,Wnt family member 5A,RYK,receptor like tyrosine kinase,,P41221,P34925,OmniPath,P34925,WNT5A,RYK,1,1,0,1,1,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:15598975;CellTalkDB:15598975;Cellinker:15598975;HPMR:15598975;LRdb:15598975;SIGNOR:22773843;connectomeDB2020:15598975,7,2,12,LR,both,True
3636,WNT5A_VANGL2,WNT5A,Wnt family member 5A,VANGL2,VANGL planar cell polarity protein 2,,P41221,Q9ULK5,OmniPath,Q9ULK5,WNT5A,VANGL2,1,0,0,0,0,0,CellTalkDB,CellTalkDB:21316585,1,1,1,LR,both,True
3637,WNT5B_FZD1,WNT5B,Wnt family member 5B,FZD1,frizzled class receptor 1,,Q9H1J7,Q9UP38,OmniPath,Q9UP38,WNT5B,FZD1,1,1,0,1,1,0,CellCall;CellChatDB;Kirouac2010;Wang,,0,0,4,LR,both,True
3638,WNT5B_LRP5,WNT5B,Wnt family member 5B,LRP5,LDL receptor related protein 5,WNT5B_FZD1_LRP5,Q9H1J7,O75197,OmniPath,COMPLEX:O75197_Q9UP38,WNT5B,FZD1_LRP5,1,0,0,0,0,0,ICELLNET,ICELLNET:11029007,1,1,1,LR,both,True
3639,WNT5B_LRP6,WNT5B,Wnt family member 5B,LRP6,LDL receptor related protein 6,WNT5B_FZD1_LRP6,Q9H1J7,O75581,OmniPath,COMPLEX:O75581_Q9UP38,WNT5B,FZD1_LRP6,1,0,0,0,0,0,ICELLNET,ICELLNET:11029007,1,1,1,LR,both,True
3640,WNT5B_FZD10,WNT5B,Wnt family member 5B,FZD10,frizzled class receptor 10,,Q9H1J7,Q9ULW2,OmniPath,Q9ULW2,WNT5B,FZD10,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,both,True
3641,WNT5B_FZD2,WNT5B,Wnt family member 5B,FZD2,frizzled class receptor 2,,Q9H1J7,Q14332,OmniPath,Q14332,WNT5B,FZD2,1,1,0,1,1,0,CellCall;CellChatDB;Wang;connectomeDB2020,connectomeDB2020:27036869,1,1,4,LR,both,True
3642,WNT5B_FZD3,WNT5B,Wnt family member 5B,FZD3,frizzled class receptor 3,,Q9H1J7,Q9NPG1,OmniPath,Q9NPG1,WNT5B,FZD3,1,1,0,1,1,0,CellCall;CellChatDB;SIGNOR;Wang,SIGNOR:15578921;SIGNOR:16273260,2,2,4,LR,both,True
3643,WNT5B_FZD4,WNT5B,Wnt family member 5B,FZD4,frizzled class receptor 4,,Q9H1J7,Q9ULV1,OmniPath,Q9ULV1,WNT5B,FZD4,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,LR,True
3644,WNT5B_FZD5,WNT5B,Wnt family member 5B,FZD5,frizzled class receptor 5,,Q9H1J7,Q13467,OmniPath,Q13467,WNT5B,FZD5,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,both,True
3645,WNT5B_FZD6,WNT5B,Wnt family member 5B,FZD6,frizzled class receptor 6,,Q9H1J7,O60353,OmniPath,O60353,WNT5B,FZD6,1,1,0,1,1,0,CellCall;CellChatDB;SIGNOR;Wang,SIGNOR:16273260,1,1,4,LR,both,True
3646,WNT5B_FZD7,WNT5B,Wnt family member 5B,FZD7,frizzled class receptor 7,,Q9H1J7,O75084,OmniPath,O75084,WNT5B,FZD7,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,both,True
3647,WNT5B_FZD8,WNT5B,Wnt family member 5B,FZD8,frizzled class receptor 8,,Q9H1J7,Q9H461,OmniPath,Q9H461,WNT5B,FZD8,1,1,0,1,1,0,CellCall;CellChatDB;NetPath;Wang;connectomeDB2020,NetPath:20093360;connectomeDB2020:26849959,2,2,5,LR,both,True
3648,WNT5B_FZD9,WNT5B,Wnt family member 5B,FZD9,frizzled class receptor 9,,Q9H1J7,O00144,OmniPath,O00144,WNT5B,FZD9,1,1,0,1,1,0,CellCall;CellChatDB;Wang,,0,0,3,LR,both,True
3649,WNT5B_KLRG2,WNT5B,Wnt family member 5B,KLRG2,killer cell lectin like receptor G2,,Q9H1J7,A4D1S0,OmniPath,A4D1S0,WNT5B,KLRG2,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,CellTalkDB:32103204,1,1,2,LR,both,True
3661,WNT7A_ADGRA2,WNT7A,Wnt family member 7A,ADGRA2,adhesion G protein-coupled receptor A2,,O00755,Q96PE1,OmniPath,Q96PE1,WNT7A,ADGRA2,1,0,0,0,0,0,Cellinker,Cellinker:28289266,1,1,1,LR,both,True
3662,WNT7A_FZD1,WNT7A,Wnt family member 7A,FZD1,frizzled class receptor 1,,O00755,Q9UP38,OmniPath,Q9UP38,WNT7A,FZD1,1,1,0,1,1,0,CellCall;Kirouac2010;Wang;connectomeDB2020,connectomeDB2020:28733458,1,1,4,LR,both,True
3663,WNT7A_LRP5,WNT7A,Wnt family member 7A,LRP5,LDL receptor related protein 5,WNT7A_FZD1_LRP5,O00755,O75197,OmniPath,COMPLEX:O75197_Q9UP38,WNT7A,FZD1_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,LR,True
3664,WNT7A_FZD10,WNT7A,Wnt family member 7A,FZD10,frizzled class receptor 10,,O00755,Q9ULW2,OmniPath,Q9ULW2,WNT7A,FZD10,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,LRdb:18567805;NetPath:18567805;Ramilowski2015:18567805;connectomeDB2020:12857724;connectomeDB2020:18567805;talklr:18567805,6,2,11,LR,both,True
3665,WNT7A_FZD2,WNT7A,Wnt family member 7A,FZD2,frizzled class receptor 2,WNT7A_FZD2_LRP5,O00755,Q14332,OmniPath,COMPLEX:O75197_Q14332,WNT7A,FZD2_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3666,WNT7A_FZD3,WNT7A,Wnt family member 7A,FZD3,frizzled class receptor 3,WNT7A_FZD3_LRP5,O00755,Q9NPG1,OmniPath,COMPLEX:O75197_Q9NPG1,WNT7A,FZD3_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
3667,WNT7A_FZD4,WNT7A,Wnt family member 7A,FZD4,frizzled class receptor 4,WNT7A_FZD4_LRP5,O00755,Q9ULV1,OmniPath,COMPLEX:O75197_Q9ULV1,WNT7A,FZD4_LRP5,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,both,True
