Unnamed: 0,True_LR,Pair.Name,Ligand,Ligand.Name,Receptor,Receptor.Name,complex_pair,source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,partner_a,partner_b
3609,True,WNT4_FZD6,WNT4,Wnt family member 4,FZD6,frizzled class receptor 6,WNT4_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT4,FZD6
3610,True,WNT4_FZD7,WNT4,Wnt family member 4,FZD7,frizzled class receptor 7,WNT4_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT4,FZD7
3611,True,WNT4_FZD8,WNT4,Wnt family member 4,FZD8,frizzled class receptor 8,WNT4_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT4,FZD8
3612,True,WNT4_FZD9,WNT4,Wnt family member 4,FZD9,frizzled class receptor 9,WNT4_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT4,FZD9
3613,True,WNT6_FZD1,WNT6,Wnt family member 6,FZD1,frizzled class receptor 1,WNT6_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD1
3614,True,WNT6_LRP5,WNT6,Wnt family member 6,LRP5,LDL receptor related protein 5,WNT6_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,LRP5
3615,True,WNT6_FZD10,WNT6,Wnt family member 6,FZD10,frizzled class receptor 10,WNT6_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD10
3616,True,WNT6_FZD2,WNT6,Wnt family member 6,FZD2,frizzled class receptor 2,WNT6_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD2
3617,True,WNT6_FZD3,WNT6,Wnt family member 6,FZD3,frizzled class receptor 3,WNT6_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD3
3618,True,WNT6_FZD4,WNT6,Wnt family member 6,FZD4,frizzled class receptor 4,WNT6_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD4
3619,True,WNT6_FZD5,WNT6,Wnt family member 6,FZD5,frizzled class receptor 5,WNT6_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD5
3620,True,WNT6_FZD7,WNT6,Wnt family member 6,FZD7,frizzled class receptor 7,WNT6_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD7
3621,True,WNT6_FZD8,WNT6,Wnt family member 6,FZD8,frizzled class receptor 8,WNT6_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD8
3622,True,WNT6_FZD9,WNT6,Wnt family member 6,FZD9,frizzled class receptor 9,WNT6_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT6,FZD9
3623,True,WNT7A_FZD1,WNT7A,Wnt family member 7A,FZD1,frizzled class receptor 1,WNT7A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD1
3624,True,WNT7A_LRP5,WNT7A,Wnt family member 7A,LRP5,LDL receptor related protein 5,WNT7A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,LRP5
3625,True,WNT7A_FZD10,WNT7A,Wnt family member 7A,FZD10,frizzled class receptor 10,WNT7A_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD10
3626,True,WNT7A_FZD2,WNT7A,Wnt family member 7A,FZD2,frizzled class receptor 2,WNT7A_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD2
3627,True,WNT7A_FZD3,WNT7A,Wnt family member 7A,FZD3,frizzled class receptor 3,WNT7A_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD3
3628,True,WNT7A_FZD4,WNT7A,Wnt family member 7A,FZD4,frizzled class receptor 4,WNT7A_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD4
3629,True,WNT7A_FZD5,WNT7A,Wnt family member 7A,FZD5,frizzled class receptor 5,WNT7A_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD5
3630,True,WNT7A_FZD6,WNT7A,Wnt family member 7A,FZD6,frizzled class receptor 6,WNT7A_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD6
3631,True,WNT7A_FZD7,WNT7A,Wnt family member 7A,FZD7,frizzled class receptor 7,WNT7A_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD7
3632,True,WNT7A_FZD8,WNT7A,Wnt family member 7A,FZD8,frizzled class receptor 8,WNT7A_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD8
3633,True,WNT7A_FZD9,WNT7A,Wnt family member 7A,FZD9,frizzled class receptor 9,WNT7A_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7A,FZD9
3634,True,WNT7B_FZD1,WNT7B,Wnt family member 7B,FZD1,frizzled class receptor 1,WNT7B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD1
3635,True,WNT7B_LRP5,WNT7B,Wnt family member 7B,LRP5,LDL receptor related protein 5,WNT7B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,LRP5
3636,True,WNT7B_FZD10,WNT7B,Wnt family member 7B,FZD10,frizzled class receptor 10,WNT7B_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD10
3637,True,WNT7B_FZD2,WNT7B,Wnt family member 7B,FZD2,frizzled class receptor 2,WNT7B_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD2
3638,True,WNT7B_FZD3,WNT7B,Wnt family member 7B,FZD3,frizzled class receptor 3,WNT7B_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD3
3639,True,WNT7B_FZD4,WNT7B,Wnt family member 7B,FZD4,frizzled class receptor 4,WNT7B_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD4
3640,True,WNT7B_FZD5,WNT7B,Wnt family member 7B,FZD5,frizzled class receptor 5,WNT7B_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD5
3641,True,WNT7B_FZD6,WNT7B,Wnt family member 7B,FZD6,frizzled class receptor 6,WNT7B_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD6
3642,True,WNT7B_FZD7,WNT7B,Wnt family member 7B,FZD7,frizzled class receptor 7,WNT7B_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD7
3643,True,WNT7B_FZD8,WNT7B,Wnt family member 7B,FZD8,frizzled class receptor 8,WNT7B_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT7B,FZD8
3644,True,WNT7B_FZD9,WNT7B,Wnt family member 7B,FZD9,frizzled class receptor 9,WNT7B_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB;Cellinker;HPMR_Cellinker,Cellinker:15923619,1,1,2,LR,WNT7B,FZD9
3645,True,WNT8A_FZD1,WNT8A,Wnt family member 8A,FZD1,frizzled class receptor 1,WNT8A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD1
3646,True,WNT8A_LRP5,WNT8A,Wnt family member 8A,LRP5,LDL receptor related protein 5,WNT8A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,LRP5
3647,True,WNT8A_FZD10,WNT8A,Wnt family member 8A,FZD10,frizzled class receptor 10,WNT8A_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD10
3648,True,WNT8A_FZD2,WNT8A,Wnt family member 8A,FZD2,frizzled class receptor 2,WNT8A_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD2
3649,True,WNT8A_FZD3,WNT8A,Wnt family member 8A,FZD3,frizzled class receptor 3,WNT8A_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD3
3650,True,WNT8A_FZD4,WNT8A,Wnt family member 8A,FZD4,frizzled class receptor 4,WNT8A_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD4
3651,True,WNT8A_FZD5,WNT8A,Wnt family member 8A,FZD5,frizzled class receptor 5,WNT8A_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD5
3652,True,WNT8A_FZD6,WNT8A,Wnt family member 8A,FZD6,frizzled class receptor 6,WNT8A_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD6
3653,True,WNT8A_FZD7,WNT8A,Wnt family member 8A,FZD7,frizzled class receptor 7,WNT8A_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD7
3654,True,WNT8A_FZD8,WNT8A,Wnt family member 8A,FZD8,frizzled class receptor 8,WNT8A_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD8
3655,True,WNT8A_FZD9,WNT8A,Wnt family member 8A,FZD9,frizzled class receptor 9,WNT8A_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8A,FZD9
3656,True,WNT8B_FZD1,WNT8B,Wnt family member 8B,FZD1,frizzled class receptor 1,WNT8B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD1
3657,True,WNT8B_LRP5,WNT8B,Wnt family member 8B,LRP5,LDL receptor related protein 5,WNT8B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,LRP5
3658,True,WNT8B_FZD10,WNT8B,Wnt family member 8B,FZD10,frizzled class receptor 10,WNT8B_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD10
3659,True,WNT8B_FZD2,WNT8B,Wnt family member 8B,FZD2,frizzled class receptor 2,WNT8B_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD2
3660,True,WNT8B_FZD3,WNT8B,Wnt family member 8B,FZD3,frizzled class receptor 3,WNT8B_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD3
3661,True,WNT8B_FZD4,WNT8B,Wnt family member 8B,FZD4,frizzled class receptor 4,WNT8B_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD4
3662,True,WNT8B_FZD5,WNT8B,Wnt family member 8B,FZD5,frizzled class receptor 5,WNT8B_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD5
3663,True,WNT8B_FZD6,WNT8B,Wnt family member 8B,FZD6,frizzled class receptor 6,WNT8B_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD6
3664,True,WNT8B_FZD7,WNT8B,Wnt family member 8B,FZD7,frizzled class receptor 7,WNT8B_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD7
3665,True,WNT8B_FZD8,WNT8B,Wnt family member 8B,FZD8,frizzled class receptor 8,WNT8B_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD8
3666,True,WNT8B_FZD9,WNT8B,Wnt family member 8B,FZD9,frizzled class receptor 9,WNT8B_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT8B,FZD9
3667,True,WNT9A_FZD1,WNT9A,Wnt family member 9A,FZD1,frizzled class receptor 1,WNT9A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD1
3668,True,WNT9A_LRP5,WNT9A,Wnt family member 9A,LRP5,LDL receptor related protein 5,WNT9A_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,LRP5
3669,True,WNT9A_FZD10,WNT9A,Wnt family member 9A,FZD10,frizzled class receptor 10,WNT9A_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD10
3670,True,WNT9A_FZD2,WNT9A,Wnt family member 9A,FZD2,frizzled class receptor 2,WNT9A_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD2
3671,True,WNT9A_FZD3,WNT9A,Wnt family member 9A,FZD3,frizzled class receptor 3,WNT9A_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD3
3672,True,WNT9A_FZD4,WNT9A,Wnt family member 9A,FZD4,frizzled class receptor 4,WNT9A_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD4
3673,True,WNT9A_FZD5,WNT9A,Wnt family member 9A,FZD5,frizzled class receptor 5,WNT9A_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD5
3674,True,WNT9A_FZD6,WNT9A,Wnt family member 9A,FZD6,frizzled class receptor 6,WNT9A_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD6
3675,True,WNT9A_FZD7,WNT9A,Wnt family member 9A,FZD7,frizzled class receptor 7,WNT9A_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD7
3676,True,WNT9A_FZD8,WNT9A,Wnt family member 9A,FZD8,frizzled class receptor 8,WNT9A_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD8
3677,True,WNT9A_FZD9,WNT9A,Wnt family member 9A,FZD9,frizzled class receptor 9,WNT9A_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9A,FZD9
3678,True,WNT9B_FZD1,WNT9B,Wnt family member 9B,FZD1,frizzled class receptor 1,WNT9B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD1
3679,True,WNT9B_LRP5,WNT9B,Wnt family member 9B,LRP5,LDL receptor related protein 5,WNT9B_FZD1_LRP5,community,COMPLEX:O75197_Q9UP38,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,LRP5
3680,True,WNT9B_FZD10,WNT9B,Wnt family member 9B,FZD10,frizzled class receptor 10,WNT9B_FZD10_LRP5,community,COMPLEX:O75197_Q9ULW2,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD10
3681,True,WNT9B_FZD2,WNT9B,Wnt family member 9B,FZD2,frizzled class receptor 2,WNT9B_FZD2_LRP5,community,COMPLEX:O75197_Q14332,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD2
3682,True,WNT9B_FZD3,WNT9B,Wnt family member 9B,FZD3,frizzled class receptor 3,WNT9B_FZD3_LRP5,community,COMPLEX:O75197_Q9NPG1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD3
3683,True,WNT9B_FZD4,WNT9B,Wnt family member 9B,FZD4,frizzled class receptor 4,WNT9B_FZD4_LRP5,community,COMPLEX:O75197_Q9ULV1,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD4
3684,True,WNT9B_FZD5,WNT9B,Wnt family member 9B,FZD5,frizzled class receptor 5,WNT9B_FZD5_LRP5,community,COMPLEX:O75197_Q13467,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD5
3685,True,WNT9B_FZD6,WNT9B,Wnt family member 9B,FZD6,frizzled class receptor 6,WNT9B_FZD6_LRP5,community,COMPLEX:O60353_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD6
3686,True,WNT9B_FZD7,WNT9B,Wnt family member 9B,FZD7,frizzled class receptor 7,WNT9B_FZD7_LRP5,community,COMPLEX:O75084_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD7
3687,True,WNT9B_FZD8,WNT9B,Wnt family member 9B,FZD8,frizzled class receptor 8,WNT9B_FZD8_LRP5,community,COMPLEX:O75197_Q9H461,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD8
3688,True,WNT9B_FZD9,WNT9B,Wnt family member 9B,FZD9,frizzled class receptor 9,WNT9B_FZD9_LRP5,community,COMPLEX:O00144_O75197,1,0,0,0,0,0,CellChatDB,,0,0,1,LR,WNT9B,FZD9
3689,True,WNT1_LRP6,WNT1,Wnt family member 1,LRP6,LDL receptor related protein 6,WNT1_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT1,LRP6
3690,True,WNT10A_LRP6,WNT10A,Wnt family member 10A,LRP6,LDL receptor related protein 6,WNT10A_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT10A,LRP6
3691,True,WNT10B_LRP6,WNT10B,Wnt family member 10B,LRP6,LDL receptor related protein 6,WNT10B_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT10B,LRP6
3692,True,WNT16_LRP6,WNT16,Wnt family member 16,LRP6,LDL receptor related protein 6,WNT16_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT16,LRP6
3693,True,WNT2_LRP6,WNT2,Wnt family member 2,LRP6,LDL receptor related protein 6,WNT2_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:10557084;Cellinker:23209147,2,2,2,both,WNT2,LRP6
3694,True,WNT2B_LRP6,WNT2B,Wnt family member 2B,LRP6,LDL receptor related protein 6,WNT2B_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT2B,LRP6
3695,True,WNT3_LRP6,WNT3,Wnt family member 3,LRP6,LDL receptor related protein 6,WNT3_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:10557084;Cellinker:23209147,2,2,2,both,WNT3,LRP6
3696,True,WNT3A_LRP6,WNT3A,Wnt family member 3A,LRP6,LDL receptor related protein 6,WNT3A_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:10557084;Cellinker:23209147,2,2,2,both,WNT3A,LRP6
3697,True,WNT4_LRP6,WNT4,Wnt family member 4,LRP6,LDL receptor related protein 6,WNT4_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT4,LRP6
3698,True,WNT6_LRP6,WNT6,Wnt family member 6,LRP6,LDL receptor related protein 6,WNT6_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT6,LRP6
3699,True,WNT7A_LRP6,WNT7A,Wnt family member 7A,LRP6,LDL receptor related protein 6,WNT7A_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT7A,LRP6
3700,True,WNT8A_LRP6,WNT8A,Wnt family member 8A,LRP6,LDL receptor related protein 6,WNT8A_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT8A,LRP6
3701,True,WNT8B_LRP6,WNT8B,Wnt family member 8B,LRP6,LDL receptor related protein 6,WNT8B_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT8B,LRP6
3702,True,WNT9A_LRP6,WNT9A,Wnt family member 9A,LRP6,LDL receptor related protein 6,WNT9A_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT9A,LRP6
3703,True,WNT9B_LRP6,WNT9B,Wnt family member 9B,LRP6,LDL receptor related protein 6,WNT9B_FZD1_LRP6,community,COMPLEX:O75581_Q9UP38,1,0,0,0,0,0,CellChatDB;Cellinker,Cellinker:23209147,1,1,2,both,WNT9B,LRP6
3704,True,EGF_EGFR,EGF,epidermal growth factor,EGFR,epidermal growth factor receptor,EGF_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,1,0,1,1,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker;KEGG-MEDICUS,Cellinker:10788520;Cellinker:12093292;Cellinker:12297050;Cellinker:12620237;Cellinker:15620700;Cellinker:16274239;Cellinker:6289330,7,7,3,LR,EGF,EGFR
3705,True,EGF_ERBB2,EGF,epidermal growth factor,ERBB2,erb-b2 receptor tyrosine kinase 2,EGF_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,1,0,1,1,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker;KEGG-MEDICUS,Cellinker:10788520;Cellinker:12093292;Cellinker:12297050;Cellinker:12620237;Cellinker:15620700;Cellinker:16274239;Cellinker:6289330,7,7,3,LR,EGF,ERBB2
3706,True,TGFA_EGFR,TGFA,transforming growth factor alpha,EGFR,epidermal growth factor receptor,TGFA_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:12297049;Cellinker:3018723,2,2,2,LR,TGFA,EGFR
3707,True,TGFA_ERBB2,TGFA,transforming growth factor alpha,ERBB2,erb-b2 receptor tyrosine kinase 2,TGFA_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:12297049;Cellinker:3018723,2,2,2,LR,TGFA,ERBB2
3708,True,AREG_EGFR,AREG,amphiregulin,EGFR,epidermal growth factor receptor,AREG_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:10085134;Cellinker:2466334,2,2,2,LR,AREG,EGFR
3709,True,AREG_ERBB2,AREG,amphiregulin,ERBB2,erb-b2 receptor tyrosine kinase 2,AREG_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:10085134;Cellinker:2466334,2,2,2,LR,AREG,ERBB2
3710,True,BTC_EGFR,BTC,betacellulin,EGFR,epidermal growth factor receptor,BTC_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:8144591;Cellinker:9528863,2,2,2,LR,BTC,EGFR
3711,True,BTC_ERBB2,BTC,betacellulin,ERBB2,erb-b2 receptor tyrosine kinase 2,BTC_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:8144591;Cellinker:9528863,2,2,2,LR,BTC,ERBB2
3712,True,BTC_ERBB4,BTC,betacellulin,ERBB4,erb-b2 receptor tyrosine kinase 4,BTC_ERBB2_ERBB4,community,COMPLEX:P04626_Q15303,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:10214951;Cellinker:11254912;Cellinker:9662041,3,3,2,LR,BTC,ERBB4
3713,True,HBEGF_EGFR,HBEGF,heparin binding EGF like growth factor,EGFR,epidermal growth factor receptor,HBEGF_EGFR_ERBB2,community,COMPLEX:P00533_P04626,1,0,0,0,0,0,CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker,Cellinker:12725245,1,1,2,LR,HBEGF,EGFR
