gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0D0AAD278	0.001	0.049	0.025	0.003	0.703	0.011	0.004
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS058A32703	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS02BF2E3B8	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0805DE8B6	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS019974A83	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0F6313749	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS004E2CF6B	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0BEA699C6	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09FE3FCD6	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0A0F54D53	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09112AE47	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS052C1D0E7	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0B1190CD5	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E4272D6E	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0BD7F0DE4	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0077CF16A	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS089D6E438	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0DCBC051A	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS062574DF1	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS05CBE1108	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0371773ED	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS095B656F8	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS08EF9A487	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0A056285E	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS099D8A355	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0D4D0A5DA	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS061158AC6	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0122AF98A	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA9	Q13797	False	ITGA9_HUMAN		CPI-SS0E124F269	0.0	0.0	0.0	0.01	0.005	0.0	0.0
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS081035DEE	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0917DCF52	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0C2FD6EFC	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0DB9B9B49	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS09B7E7E15	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0F59EBEC8	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS044700115	0.082	0.363	0.237	0.379	0.404	0.356	0.342
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS05E90015E	0.009	0.0	0.0	0.006	0.004	0.006	0.001
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS0ABEA8AB7	0.009	0.0	0.0	0.006	0.004	0.006	0.001
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS06EEF3EB3	0.009	0.0	0.0	0.006	0.004	0.006	0.001
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.003	0.002	0.001	0.002
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS0E90C0E37	0.0	0.0	0.0	0.003	0.002	0.001	0.002
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.017	0.02	0.016	0.0	0.001
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS02F1B2170	0.0	0.0	0.017	0.02	0.016	0.0	0.001
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS05F88F595	0.0	0.0	0.017	0.02	0.016	0.0	0.001
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS07D70FA3D	0.0	0.0	0.017	0.02	0.016	0.0	0.001
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0EDD4F3A6	0.0	0.0	0.017	0.02	0.016	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS014044B97	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS06EC816B2	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS0D976DC4F	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GP9	P14770	False	GP9_HUMAN		CPI-SS0853C0705	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS053F13142	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS056324226	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS0A87165FB	0.0	0.0	0.0	0.002	0.0	0.0	0.001
SELP	P16109	False	SELP_HUMAN		CPI-SS081A15C77	0.0	0.0	0.0	0.002	0.0	0.0	0.001
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS091DB0F57	0.0	0.0	0.0	0.066	0.0	0.0	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS01606F44A	0.0	0.0	0.0	0.066	0.0	0.0	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS0AC90ECBB	0.0	0.0	0.0	0.066	0.0	0.0	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS0A0438C9D	0.0	0.0	0.0	0.066	0.0	0.0	0.0
COL4A5	P29400	False	COL4A5_HUMAN		CPI-SS022C0B580	0.0	0.0	0.0	0.066	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0AE5FACC1	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0C78BBDA2	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0E3765D0D	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS09505F157	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS068F0DB9A	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0F66C2711	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0234F582B	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS047446339	0.025	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0213B7691	0.025	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	False	FLT1_HUMAN		CPI-SS0B9B3870A	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS0BC12ECC5	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS013425BB9	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS0B39ACA2A	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS09CE5663D	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS002752434	0.007	0.015	0.091	0.005	0.03	0.0	0.003
FLT1	P17948	False	FLT1_HUMAN		CPI-SS078762D32	0.007	0.015	0.091	0.005	0.03	0.0	0.003
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0A31FDB2B	0.0	0.012	0.0	0.009	0.009	0.003	0.005
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.012	0.0	0.009	0.009	0.003	0.005
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS08678B128	0.0	0.012	0.0	0.009	0.009	0.003	0.005
CD44	P16070	False	CD44_HUMAN		CPI-SS0AE8528B2	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0EAB0009F	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS00C01BC3E	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS06807FE55	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0A182679F	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS02341850C	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0FBA87D93	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS067FB30D1	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0D4B1A2EB	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0003E9638	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS04AAB151C	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0D4673F2B	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS066C66704	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0E34539EB	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0BCAB7F53	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS044410085	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS010B52BDD	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS020F28ACA	1.127	1.204	1.836	1.429	2.183	0.641	1.625
CD44	P16070	False	CD44_HUMAN		CPI-SS0E3AD9C57	1.127	1.204	1.836	1.429	2.183	0.641	1.625
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.0	0.0	0.0	0.0	0.009	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0A53B10C5	0.0	0.0	0.0	0.0	0.009	0.0	0.0
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS08ED148A9	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0C07D783B	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0952204AA	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS07460D480	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0B5C3984C	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS0A977E10A	0.0	0.0	0.068	0.003	0.005	0.011	0.005
VLDLR	P98155	False	VLDLR_HUMAN		CPI-SS057D7BC43	0.0	0.0	0.068	0.003	0.005	0.011	0.005
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS054E39503	0.152	0.082	0.14	0.492	0.315	0.848	0.432
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS07ACDDCD6	0.152	0.082	0.14	0.492	0.315	0.848	0.432
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS083CBFACD	0.152	0.082	0.14	0.492	0.315	0.848	0.432
SORL1	Q92673	False	SORL1_HUMAN		CPI-SS0C38268C2	0.152	0.082	0.14	0.492	0.315	0.848	0.432
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0D5D83679	0.006	0.371	0.128	0.06	0.037	0.052	0.037
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0B9BDF9EA	0.006	0.371	0.128	0.06	0.037	0.052	0.037
LSR	Q86X29	False	LSR_HUMAN		CPI-SS026E76168	0.029	0.015	0.0	0.017	0.007	0.006	0.184
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.029	0.015	0.0	0.017	0.007	0.006	0.184
LSR	Q86X29	False	LSR_HUMAN		CPI-SS02EAE9C0B	0.029	0.015	0.0	0.017	0.007	0.006	0.184
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS02A53F29E	0.0	0.051	0.0	0.002	0.175	0.002	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS00D15753B	0.0	0.051	0.0	0.002	0.175	0.002	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS07CCAD9BF	0.0	0.051	0.0	0.002	0.175	0.002	0.0
SORT1	Q99523	False	SORT1_HUMAN		CPI-SS04F3A1E5C	0.0	0.051	0.0	0.002	0.175	0.002	0.0
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS03796A3C1	0.016	0.007	0.016	0.026	0.0	0.114	0.068
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS0F276B74E	0.016	0.007	0.016	0.026	0.0	0.114	0.068
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS075296A07	0.016	0.007	0.016	0.026	0.0	0.114	0.068
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS01B2A39E8	0.016	0.007	0.016	0.026	0.0	0.114	0.068
CD200	P41217	False	CD200_HUMAN		CPI-SS0F23DBE89	0.016	0.0	0.0	0.015	0.0	0.002	0.017
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS0A5A90AA8	0.013	0.17	0.532	0.603	0.672	0.033	0.003
CSF2RA	P15509	False	CSF2RA_HUMAN		CPI-SS00EFF7596	0.011	0.132	0.165	0.019	0.449	0.004	0.002
SLC7A1	P30825	False	SLC7A1_HUMAN		CPI-SS03105D292	0.065	0.024	0.111	0.07	0.017	0.01	0.063
SLC7A1	P30825	False	SLC7A1_HUMAN		CPI-SS0795802F6	0.065	0.024	0.111	0.07	0.017	0.01	0.063
CELSR3	Q9NYQ7	False	CELSR3_HUMAN		CPI-SS086615F9B	0.0	0.009	0.0	0.001	0.002	0.0	0.004
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS045B7AEFA	0.008	0.123	0.46	0.216	0.3	0.015	0.018
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS02B3466B9	2.535	2.022	1.869	1.465	2.29	3.648	3.011
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0684736E9	2.535	2.022	1.869	1.465	2.29	3.648	3.011
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0CA07DF4D	2.535	2.022	1.869	1.465	2.29	3.648	3.011
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0ACA611DA	2.535	2.022	1.869	1.465	2.29	3.648	3.011
CDH1	P12830	False	CDH1_HUMAN		CPI-SS09D03466D	0.0	0.0	0.0	0.0	0.0	0.0	0.005
CDH1	P12830	False	CDH1_HUMAN		CPI-SS05AA926F6	0.0	0.0	0.0	0.0	0.0	0.0	0.005
CDH1	P12830	False	CDH1_HUMAN		CPI-SS032900992	0.0	0.0	0.0	0.0	0.0	0.0	0.005
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS00CFAFE79	0.0	0.351	0.501	0.105	1.141	0.001	0.007
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS050F23BBC	0.0	0.351	0.501	0.105	1.141	0.001	0.007
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0	0.351	0.501	0.105	1.141	0.001	0.007
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS04ACBDE69	0.0	0.351	0.501	0.105	1.141	0.001	0.007
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS01205E292	0.0	0.351	0.501	0.105	1.141	0.001	0.007
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS019B0C6B8	0.0	0.351	0.501	0.105	1.141	0.001	0.007
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0596B1240	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS06A3BD338	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0F7F48304	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS03F383429	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS08400820C	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS00F563EAF	0.031	0.0	0.0	0.005	0.003	0.015	0.006
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0CD901751	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0DF570F78	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS04E607E34	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS070EEF2CD	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0533D1B76	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0FDFB4A50	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0386308FF	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS0CEB19F55	0.377	0.379	0.73	0.434	0.659	0.294	0.229
ADAM17	P78536	False	ADAM17_HUMAN		CPI-SS05316CA0D	0.377	0.379	0.73	0.434	0.659	0.294	0.229
AXL	P30530	False	AXL_HUMAN		CPI-SS0CA096754	0.0	0.0	0.037	0.0	0.0	0.0	0.002
AXL	P30530	False	AXL_HUMAN		CPI-SS0C85BC9AF	0.0	0.0	0.037	0.0	0.0	0.0	0.002
AXL	P30530	False	AXL_HUMAN		CPI-SS0C25DCDE2	0.0	0.0	0.037	0.0	0.0	0.0	0.002
S100A4	P26447	False	S100A4_HUMAN		CPI-SS08A9FC919	0.349	2.052	2.819	0.474	3.446	2.244	1.669
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS0932B3D4F	0.0	0.0	0.031	0.003	0.005	0.002	0.002
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS073E10C24	0.0	0.0	0.031	0.003	0.005	0.002	0.002
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS0EA554877	0.0	0.0	0.031	0.003	0.005	0.002	0.002
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS090EF326A	0.0	0.0	0.031	0.003	0.005	0.002	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS04E4E70A8	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0F5FE7F63	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS052990001	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS02DF30D00	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0502DBF76	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0B144AD0C	0.0	0.504	1.38	0.023	2.279	0.008	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0CD2B7D51	0.0	0.504	1.38	0.023	2.279	0.008	0.002
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS084577134	0.158	0.053	0.134	0.098	0.117	0.103	0.061
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS00F27FBDF	0.158	0.053	0.134	0.098	0.117	0.103	0.061
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0445B2471	0.158	0.053	0.134	0.098	0.117	0.103	0.061
MET	P08581	False	MET_HUMAN		CPI-SS0F1F57934	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS067EA6552	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS09032AAA5	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS0EE6E46E7	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS0E14775AE	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS05438499B	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS03BF95E36	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS086BFF188	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.0	0.0	0.0	0.003	0.026	0.003	0.001
MET	P08581	False	MET_HUMAN		CPI-SS0511FD78F	0.0	0.0	0.0	0.003	0.026	0.003	0.001
LRIG1	Q96JA1	False	LRIG1_HUMAN		CPI-SS0FB93FBEF	0.056	0.0	0.05	0.004	0.006	0.047	0.135
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0098257EA	0.007	0.404	0.542	0.028	0.914	0.006	0.009
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DBAA0A77	0.007	0.404	0.542	0.028	0.914	0.006	0.009
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.007	0.404	0.542	0.028	0.914	0.006	0.009
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.007	0.404	0.542	0.028	0.914	0.006	0.009
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0280EF69B	0.007	0.404	0.542	0.028	0.914	0.006	0.009
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS07FF77061	0.007	0.404	0.542	0.028	0.914	0.006	0.009
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS002DA4C91	0.0	0.029	0.0	0.0	0.003	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS04F4AE28E	0.0	0.029	0.0	0.0	0.003	0.0	0.0
UBA52	P62987	False	UBA52_HUMAN		CPI-SS071C34408	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS03886FA00	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS0151341E0	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS0726A9CCA	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS00CF7ADDC	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS065FFAF5E	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBA52	P62987	False	UBA52_HUMAN		CPI-SS0DC9E4DF9	3.268	3.308	3.189	2.969	3.284	2.861	3.207
AR	P10275	False	AR_HUMAN		CPI-SS0649F034F	0.0	0.02	0.0	0.042	0.002	0.0	0.001
AR	P10275	False	AR_HUMAN		CPI-SS070ABC196	0.0	0.02	0.0	0.042	0.002	0.0	0.001
